payoff
0
0.573498
0
0
0
1.99051
0
0
0
4.04575
1.07565
0
0
1.65886
0
0
0
0.447448
0
1.38651
3.8221
0
0
0
0
0
0
2.8809
0
0
0
1.87488
3.15369
4.63425
0
6.68523
0.370337
0
0
12.6311
0
1.22351
0
0.28308
0
0
0
0.419313
2.79133
0
0
7.76323
0
6.81522
9.67296
0
0
0
0
0
0
0.906623
0
0
0
7.73367
0.320386
0
0
0.356649
0.822701
0
0
0
0
0
1.63836
0
5.21479
0
0
0.91079
0
0
0
7.3873
0.0470363
0
4.82494
0
0
0
0
0
2.49641
0
2.78885
0
12.7301
0
8.64671
0
2.24374
0
4.00999
0
0
4.275
0
0
0
5.62638
0
0
3.17778
0
3.74161
0
4.08548
0
0.65874
0
0
0
11.945
0
0
0
0
0
0
2.00423
0
1.18602
0
5.4124
0
0
1.5388
0
0
0.816186
0
0
0
0
3.23456
0
0
0
0
0
0
4.47574
0
0
0
0
0
1.43722
0
7.01589
0
0.431291
0
0
4.02785
3.74242
0
3.32544
0
0
0
0
0
0.522245
0.105864
0
5.57612
0
2.74496
0
0
0
1.58822
0
0
0
0
1.17356
0
3.34467
0
0
0
11.8938
2.91169
0
1.03947
0
0
0
0
0
0.557628
0
2.26031
0
9.05693
0
0
0
0
5.76346
0
0
3.53841
0
0
0
0
0
0.0172595
0
0
0
0
0
0
0
8.52485
0
0
0
6.17824
0
0
9.33061
1.11411
0
4.64874
0
0
5.35303
0.875893
0
0
4.74219
0
0
0.431819
0
0
0
2.47371
5.28253
0
0
0
0
0
0
0
1.39428
0
11.0544
0
0
7.89473
0
2.77651
0
0.119568
0
0
0.0930831
0
0
0
2.23179
0.809962
0
3.93882
0
0
3.2035
6.51422
0
0
7.61247
0
4.3864
0
3.92288
0
0
0
10.4112
0
0.260955
2.03103
0
6.91495
0
0
3.59282
0
9.98386
0
0.678703
1.2001
0
1.90841
0
0
1.445
0
0.4453
0
0.405199
0
0.416505
0
0
0
0
0
7.56711
2.89763
0
1.74977
0
0
0
0
0
0.146294
0
0
0.994971
7.54518
0
0
3.25356
0
0
0
0
0
0
0
1.23555
0.146725
0
0
0
0
0.440793
0
0
0
1.99859
0
0
0
0
0.0630025
0
2.63278
0
0
0.770406
2.67265
0
0
0
7.0676
0
0
0.996709
0
0
0
0
5.31087
0
0.115309
0
0
0
0
0
1.6546
0
0
4.61866
0
7.67365
0
6.437
0
0
0
0
1.21488
0
0
0
0
0
0
0
0
1.0282
5.096
0
6.60738
0
4.33849
0
2.72402
0
0
0.290769
0
0
0
2.16804
0
0
0
7.06605
0
0
0
0
0
2.37566
2.11891
0
0
0
0
0
3.63934
0
0
0
0
1.48447
0
0
0
1.70917
0
0
0
0
0
1.50933
0
0
0.747043
0
0
0
0
0
0
5.90324
10.3025
0
0
3.48924
0
1.12514
0
0
0.232385
0
0.299855
0
2.04035
0
1.15173
0
1.81042
0
0
0
0
3.29668
0
0
0
0
0
0
0
1.50563
0
0
0
0
0
0
0
0
0
0
0
0
0
3.57553
0
14.0786
3.19843
0
0
4.02368
0
10.9355
1.64118
0
5.00789
0
0
0
2.40493
0
0
0.789076
3.4997
0
6.66632
0
2.42513
0
0
4.49183
0
0
0
0
0
2.92738
0
0
2.64907
0
0
2.92285
0
0
0.862461
0
0
0
1.65572
0
0
5.44974
6.97666
0
0
5.35173
0
8.95744
0
2.55566
0
0
0
0
1.68534
0
0
0
2.16941
0
0
0.0983681
2.44425
0
0
0
4.22457
3.52556
1.62392
0
0
1.455
0
0
6.51918
0
0
3.22328
0
0
4.49788
0
0
7.54252
0
0.699955
4.47033
0
4.1535
0
0
0
0
6.09839
2.7013
0
0
0
0
0
0
0
4.94945
0
0
3.70215
2.45957
0
0
0
0
2.11086
0
3.45294
0
0
0
4.27679
0
0
3.91474
3.87445
0
5.61363
0
7.29387
1.66877
0
0
3.23607
3.35515
0
0
0
0
1.37939
2.09087
0
0
6.05938
0.453419
0
0
3.7131
1.00823
0
1.20029
0
0
0
0
0
0
0
0
0
0
3.04568
1.34598
0
0
1.35262
1.85446
0
0
8.10955
0
4.243
0
3.73404
0
0
0
0
0
3.54723
0
0
3.81789
0
0
0
0
1.16675
0
3.3191
0
6.6605
0
0
1.47802
0
0
0.177913
0.827043
0
0
0
4.82175
0
3.33467
0
0
2.12625
1.02355
0
0
0
0
0
0
0.754519
0
0
0
0
2.63303
0
0
11.511
0
0
0
0.308768
0
1.02343
0
0
9.24832
0
0
0
0.975243
0
4.09955
0
0
0
0
0
3.17297
0
0
0
0
0
0
0
5.62566
0
0
1.52961
0
0
0
0
1.29996
0
0
1.18408
0
8.7009
0
0
0
0
0
0
0
0.491586
0
0
0
4.73163
0
0
1.04438
0
0
0
2.01625
0
0
3.99164
0
0
2.90199
0
0
1.37233
0
0
0
9.38529
0
7.38274
0
4.28921
0
0
0
6.39583
0
6.77067
0
0
0
0
0
0
7.40576
0
0
1.05407
0
0
0
0
0.501111
0
6.44711
0
0
0
6.60581
0
0
0
0
0
0
0
0
0
0
0
2.66285
0
0
0
0
1.75753
0.652547
0
0
0
12.3178
0
0.923238
0
2.54891
0
7.00746
0
3.26237
0
0
3.33899
3.28496
4.491
0.405788
0
6.65527
0
9.34962
0
0
0
0
0
0
0
0
0
0
0
0
0
1.80245
0
0
0
1.3997
0
4.26789
3.47857
0.00506085
0
0
0
4.40357
0
0.36635
0
0
3.33715
2.3126
0
0
0
0
0
0
2.82275
0
11.8435
0
0
9.38638
0
2.99366
0
7.6739
0
0
9.7063
0
0
0
0
0
0
0
0
0
2.25288
0
0
0.491608
0
5.77788
0
0
1.91082
1.63377
0
0
0
0
0
0
9.04353
0
0
0
0.297128
0
0
0
0.429101
0
2.56491
1.47692
0
0
0
1.2298
0
0
1.77303
2.71039
0
0
6.45424
3.16629
0
0
6.89629
0
0
0
0
5.95936
0
0
0
0
0
0
4.56762
0
0
2.90064
0
2.05506
0
0
0
0
1.92476
0
5.46176
1.75754
0
2.56915
0
0
0
9.78382
0
0
1.97409
7.71302
0
0
1.50486
0
3.67836
0
0
1.21244
0
0
0
0
0
0
7.35702
5.58227
0
0
4.99997
0
3.52867
0
3.8079
0
0
2.72441
0
0
0
1.42971
0
0
3.7131
0
3.60006
0
0
2.49672
0
0
0
1.6981
0
0
0
0
0
0.764291
0
0
0
1.7532
0
0
1.45594
0
0
2.17802
0
0
0
0
0
0
1.73282
0
0
0
0
0
0.140969
0
0
0
0.911627
2.96781
0
0
1.24065
5.58768
0
0
1.1616
0
0
0
0
0
0
0
2.85644
1.86673
0
0
0
1.2964
0
4.74934
0
0
0.389233
0
0
0
3.72242
0.902646
0
0
0
0
0
0.0566034
0
0
0
0
1.22916
0
0
3.76796
0
2.9362
0
0
3.44846
0
7.6548
0
1.61083
0
3.49249
0
0
0
8.06868
0
1.49717
0
0
0
0
0
6.93219
0.188083
0
0
0
0
0
0
1.75076
0
0
0.320302
0
0
0.112828
0
0
0
0
0
0.0979312
1.31496
0
0
1.84334
0
1.97568
0
0
0
0
1.90813
0
0
0
0
0
4.87991
0
0
0.775714
5.08268
0
0
2.733
0.52715
0
0
3.83448
2.39822
0
0
0
2.41401
0
0
0.0954967
3.46154
0
0.359598
0
0
1.68172
0
0
4.17687
3.60242
0
0
5.27581
0
0
0
0
0
0
0
0
3.68949
0
0
1.74196
0
0
0
0
2.09727
0
0
0.88691
0
0.501836
0
4.29497
0
2.99497
0
0
3.7139
0
0
0
0
0
11.7166
0
0
0
6.37157
0
0
0
3.28829
0
1.80816
0
2.81491
0
0
0
0
1.06621
0
0
0
0
0
0
0
0
0
0
0
0
6.64631
0
0
0
0
2.09656
0
0
5.14621
0
0
5.5612
0
0
0
0
2.60123
0
2.13085
7.16382
0
0
0
0
0
0
1.38208
0
0
0
0
3.82044
0
0
5.88307
3.10783
0
0
0
5.40125
0
0
0
0
0.64898
0
0
3.36444
0
0
3.90116
0
0
0
1.57561
0
4.47495
0
0
0
0
0
0
12.167
0
0
0.361084
1.6386
0
0
0
0
0
0
2.74793
0
0
0
0.701124
0
0
2.07239
0
0
2.7767
0
10.0157
7.92867
0
0
0
0
0
0.442604
0
0
0.372407
1.31863
0
0
3.03128
2.97449
0
0
0
0
0
0
0
0
0
0
0
0
1.04415
0
2.3772
1.52887
0
0
0
0
0.0681341
1.17588
0
5.06698
0
3.74376
0
0.0419526
0
0
5.40696
2.86353
0
1.6306
0
2.8049
0
0
0
3.45541
0
0
0
0
1.27863
0
0
2.12669
0
0
0
0
0
0
0
3.87142
0
0.660464
0
0
0.297055
0
0
11.622
0
0
3.50985
0
0
0
0
0
11.1834
0
1.28191
0
1.77405
0
0
0
0
0
0
0
0
0
0
0
0
0
5.33999
0
0
0
0
0
2.217
0.183418
0
0
0
5.55806
0
3.57497
0
0
2.07868
0
0
0
5.06532
0
0.79276
0
0
0.091177
0
0
3.62515
5.72564
2.01513
9.6899
0
1.22375
0
0
0.944968
0
0
0
0
0
0
0
1.11373
6.90931
0
0
1.60439
0.254517
0
0.376324
0
0
1.02287
0.775117
0
1.66947
0
0
3.05985
3.4921
0
0
0
0
3.03538
1.60329
0
0
0
1.76347
0
0
0
0
1.97746
0
0.366745
0
0
0
0
0
0
0
3.90192
0
0
3.60783
0
0
0
6.91657
0
5.57036
0
0
3.06148
0
1.37454
0
0
0
0
0
2.37645
0
3.49411
0
3.51958
2.37816
0
0
3.20006
0
0
3.26073
4.48354
5.82927
0
0.44741
0
0.279503
0
0
6.15838
0
1.73948
0.644939
0
6.38422
0
3.84826
3.94409
2.2336
0
0
0
0
0
1.96948
0
0
0
0.904381
0
2.65281
0
0
0
6.67845
0
0
0
1.50617
0
0
0
0
1.08605
0
1.35012
4.30556
0
0
1.58068
0
0.876213
2.88394
0
0
0
0
0.445473
0.0129602
0
3.59016
0
0
2.45449
6.76764
0
0
0
3.97666
0
0.648203
0
0
0
0
0.676991
0.146384
0
0
0
0
0.5996
0
2.66186
0
9.10224
0
0
0
0
0
7.78051
3.49757
0
0
0
0
0
14.2571
0
1.45273
0
0
0
0
1.8521
0
4.45361
1.05056
0
4.96608
0
0
0
1.49505
0
0
6.49891
0
0
0
0
0
0
0
0
3.2293
0
1.4695
0
0
3.46148
0
0
0
0.277128
0
1.00683
0
2.22295
0
0.376346
0
7.86457
0
0
0
0
5.66881
2.08132
0
0
0
0
0
5.6941
0
0
4.72462
0
1.36854
0
1.63064
0
2.14922
0
0
0
0
0.964541
0
0
7.43164
0
0
0
5.14978
0
0
3.06994
2.97059
0
0
0
0
0
1.30071
0
0
1.79325
1.54764
0
0
6.63983
0
0
0
0
0
2.80328
6.39946
0
0
0
1.32128
0
0
4.45259
0
0
0
0
0
2.72146
4.98591
0
0
0
0
3.97394
0
0
0
1.91979
0
3.45115
0
1.04057
0
0
2.37597
0
0
2.9924
1.48131
0
1.58274
0
0
0
0
0
0
1.14409
0.0134163
0
2.2838
0
0
0
0
2.56719
0
5.27535
0
2.8791
0
2.35239
0
2.04941
4.66596
0
0
0
2.38476
0
0
0
0
0
0
2.68382
0
0
1.27862
0
2.56579
0
0
0
4.50552
0
0
2.55785
0
0
3.68018
0
0
0.485246
0
0.00136123
0
0
0
2.36463
8.17284
0
0
2.10272
0
0.425076
0
0
0
8.5224
0
0
0
0
0
7.40954
0
0
0
0
4.82349
0
0
0
0
0
0
4.10337
0
0
4.59729
0
2.84224
0
0
0
0
1.04716
0
0
0
0
0
0.507088
0
10.2244
0
1.51534
0
0
0
0.0141002
0
0
0
0
4.07896
0
0
4.91707
0
0.417098
0
0
0
0
4.67329
0
0
0
3.17894
0
0
1.23195
0
0
2.63933
0
0.921898
0
0
0
0
8.47512
3.67052
0
0.0999641
0
0
0
2.28161
0
1.83565
0
0
1.79905
0
0
0
0
0
0.853564
0
0
0
0
0
0
0
0.327525
0
0.375984
0
0
0
0
3.26959
0
0
0
0
1.79375
0
0
1.71673
0
0
0
0.702369
0
0
0
1.54633
0
0
0
0
0
0
0
3.64466
0
0
0
3.37124
0
0
3.36274
0
0
0
6.00451
0
0
0
2.88224
0
0
0
1.24257
0
0
0
0.536772
0.629771
0
0
0
0
4.84784
0
0
0
3.84799
0
1.75
0
8.59687
0
1.65963
0.766544
0
0.679399
0
1.45639
0
10.9052
0
0
0
3.92982
0
0.102466
0
5.06637
0
0
2.29128
0
1.12368
0
0
0
0
3.95348
0
3.84054
3.95183
0
5.42348
3.36578
0
0
0
0
0
0
0
0
0
3.2574
0
0
0
0
0
0
0
0
0
0
0
0
2.41046
8.08908
0
5.49709
0
3.95264
0
2.59039
0
0
0
9.19227
0
0
0
0
0
0
0
0
